review_id_generated,review,rating,date,bank,source,app_name,app_id,review_preprocessed,sentiment_label,sentiment_score,identified_theme
1204,It's a best application to exchange our money in a best speed and time saving way,1,2024-08-27,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,It's a best application to exchange our money in a best speed and time saving way,POSITIVE,0.8555,Transaction Performance
1205,a very nice app.👍👍👍,5,2025-04-01,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,a very nice app. thumbs_up  thumbs_up  thumbs_up ,POSITIVE,0.4754,General Feedback
1206,I really like this application it's easy to use and reliable,5,2025-07-01,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,I really like this application it's easy to use and reliable,POSITIVE,0.6901,User Interface & Experience
1207,Can you update please..the utility service does not work,3,2021-09-30,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Can you update please..the utility service does not work,NEUTRAL,0.0,Feature Requests & General
1208,Waw fantastic Aplication,5,2025-02-16,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Waw fantastic Aplication,POSITIVE,0.5574,General Feedback
1209,Very convenient to sign in and out as well as mobile service is perfect.,5,2021-11-03,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Very convenient to sign in and out as well as mobile service is perfect.,POSITIVE,0.7003,General Feedback
1210,Short and precise app.,5,2023-07-08,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Short and precise app.,NEUTRAL,0.0,General Feedback
1211,Nice one It has shown a lot of improvement everytime!!!,5,2021-05-26,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Nice one It has shown a lot of improvement everytime!!!,POSITIVE,0.7701,General Feedback
1212,Really I am more appreciate your work. It is a nice application.,3,2014-02-24,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Really I am more appreciate your work. It is a nice application.,POSITIVE,0.7233,General Feedback
1213,It's good for me,4,2020-08-16,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,It's good for me,POSITIVE,0.4404,General Feedback
1214,Interesting,2,2021-12-21,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Interesting,POSITIVE,0.4019,General Feedback
1215,Wow its ezi to Accse,5,2023-03-04,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Wow its ezi to Accse,POSITIVE,0.5859,General Feedback
1216,It's just very exlent apo,3,2022-02-15,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,It's just very exlent apo,NEUTRAL,0.0,General Feedback
1217,Need learn more,2,2024-02-04,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Need learn more,NEUTRAL,0.0,General Feedback
1218,this app is my favorite application,5,2025-03-23,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,this app is my favorite application,POSITIVE,0.4588,General Feedback
1219,"Some what good,it's so dormant l don't known the reason why",1,2022-02-10,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,"Some what good,it's so dormant l don't known the reason why",NEUTRAL,0.0,General Feedback
1220,Very easy and clear to use.,5,2022-06-26,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Very easy and clear to use.,POSITIVE,0.7233,General Feedback
1221,This app is amazing,5,2023-11-03,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,This app is amazing,POSITIVE,0.5859,General Feedback
1222,"""Why don’t your ATMs support account-to-account transfers like other countries( Kenya, Nigeria , South africa)""",4,2025-06-06,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,"""Why don’t your ATMs support account-to-account transfers like other countries( Kenya, Nigeria , South africa)""",POSITIVE,0.6369,General Feedback
1223,Fast and secure banking app I've ever seen,5,2022-06-30,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Fast and secure banking app I've ever seen,POSITIVE,0.34,Transaction Performance
1224,How to verify it?,3,2020-11-30,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,How to verify it?,NEUTRAL,0.0,General Feedback
1225,CBE app is great,5,2025-03-20,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,CBE app is great,POSITIVE,0.6249,General Feedback
1226,"This one is better than the previous versions. But am unable to send to benficiaries, it was working on the previous versions. While working on the other features please work on this failure too. Thank u!",4,2021-08-24,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,"This one is better than the previous versions. But am unable to send to benficiaries, it was working on the previous versions. While working on the other features please work on this failure too. Thank u!",POSITIVE,0.28,General Feedback
1227,Slow service,1,2023-11-10,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Slow service,NEUTRAL,0.0,Transaction Performance
1228,It's the chooser,5,2022-08-29,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,It's the chooser,NEUTRAL,0.0,General Feedback
1229,Good app...It would be good if Summary of transactions also incorporated .,4,2021-08-12,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Good app...It would be good if Summary of transactions also incorporated .,POSITIVE,0.7003,General Feedback
1230,The bast app,5,2021-02-12,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,The bast app,NEUTRAL,0.0,General Feedback
1231,What a nice app for business man thanks CBE,5,2024-06-18,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,What a nice app for business man thanks CBE,POSITIVE,0.6908,General Feedback
1232,Worriest,1,2023-07-19,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Worriest,NEUTRAL,0.0,General Feedback
1233,"Best Mobile Banking App, easy and Clear to use.",5,2022-05-29,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,"Best Mobile Banking App, easy and Clear to use.",POSITIVE,0.8658,General Feedback
1234,This app is important and simply to use it,5,2023-01-08,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,This app is important and simply to use it,POSITIVE,0.2023,General Feedback
1235,Best app I loved it,5,2025-05-19,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Best app I loved it,POSITIVE,0.8442,General Feedback
1236,for no reason my money is gone because the system keeps tell me failed than I tried to many times were my money is nowhere to be gone when I checked my balance I realise the money is gone,1,2025-06-25,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,for no reason my money is gone because the system keeps tell me failed than I tried to many times were my money is nowhere to be gone when I checked my balance I realise the money is gone,NEGATIVE,-0.6705,General Feedback
1237,Cbe is the worest bank in Ethiopia..period!,1,2023-08-23,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Cbe is the worest bank in Ethiopia..period!,NEUTRAL,0.0,General Feedback
1238,I don't need to update this app,5,2025-02-05,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,I don't need to update this app,NEUTRAL,0.0,Feature Requests & General
1239,Perfect,5,2024-02-27,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Perfect,POSITIVE,0.5719,General Feedback
1240,I like this app,5,2023-08-23,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,I like this app,POSITIVE,0.3612,General Feedback
1241,It's good application but sometimes can't work properly!,3,2022-04-03,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,It's good application but sometimes can't work properly!,POSITIVE,0.3054,General Feedback
1242,"I have downloaded and went to CBE and registered my account. It shows only my balance and previous transactions. But when I tried to transfer money to non CBE customer it asks only revipients name, phone number and amount not any other criteria such as branch of sender and recipient. Finally when I press ""submit"" button it says input valid data. So how can I use it? I filled all the available blank spaces correctly but it doesn' work",1,2016-09-25,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,"I have downloaded and went to CBE and registered my account. It shows only my balance and previous transactions. But when I tried to transfer money to non CBE customer it asks only revipients name, phone number and amount not any other criteria such as branch of sender and recipient. Finally when I press ""submit"" button it says input valid data. So how can I use it? I filled all the available blank spaces correctly but it doesn' work",POSITIVE,0.1154,General Feedback
1243,At the biggning the app was normal and very handy. Now It's so slow and i can't even load my transactions properly. Not only the app all your customer services are declining so it's better to correct what you have done wrong. Thanks!,1,2023-09-01,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,At the biggning the app was normal and very handy. Now It's so slow and i can't even load my transactions properly. Not only the app all your customer services are declining so it's better to correct what you have done wrong. Thanks!,POSITIVE,0.5057,Transaction Performance
1244,But currently stopped working,4,2023-10-28,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,But currently stopped working,NEGATIVE,-0.3291,General Feedback
1245,Awesome update,5,2023-09-20,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Awesome update,POSITIVE,0.6249,Feature Requests & General
1246,Simple for utility,5,2021-01-04,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Simple for utility,NEUTRAL,0.0,User Interface & Experience
1247,It's fast and reliable. You can make transaction from anywhere in the world.,5,2021-09-16,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,It's fast and reliable. You can make transaction from anywhere in the world.,NEUTRAL,0.0,Transaction Performance
1248,Very amazing application,5,2025-02-18,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Very amazing application,POSITIVE,0.624,General Feedback
1249,"Its nice user interface...I hope you fix synchronisation fail problems that is common in before apk. In before apk if you are in middle of try to send the money and unfortunately internet is disconnected or someone is call you , the application say to you synchronisation is fail ..try to restart my phone or off and on internet the application never work again.. I call 951 but never get any support .",4,2020-06-28,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,"Its nice user interface...I hope you fix synchronisation fail problems that is common in before apk. In before apk if you are in middle of try to send the money and unfortunately internet is disconnected or someone is call you , the application say to you synchronisation is fail ..try to restart my phone or off and on internet the application never work again.. I call 951 but never get any support .",NEGATIVE,-0.7259,User Interface & Experience
1250,Update sidereg lemn recent transaction yetefal,3,2023-04-08,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Update sidereg lemn recent transaction yetefal,NEUTRAL,0.0,Feature Requests & General
1251,Best App but it doesn't show me the debited birr and the right balance,5,2024-05-30,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Best App but it doesn't show me the debited birr and the right balance,POSITIVE,0.3818,General Feedback
1252,the app not fast enough,5,2024-05-26,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,the app not fast enough,NEUTRAL,0.0,Transaction Performance
1253,Convenient and safe to use! Better to show more transaction history 👍,5,2024-12-14,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Convenient and safe to use! Better to show more transaction history  thumbs_up ,POSITIVE,0.7263,General Feedback
1254,"It is a great app so far specially the speed is good. But it is important to know who send you money, so you should also show the sender's name if the receiver is in the sender's beneficiary list, because it shows the nick name of the receiver not the sender's name. Thank you.",5,2023-05-23,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,"It is a great app so far specially the speed is good. But it is important to know who send you money, so you should also show the sender's name if the receiver is in the sender's beneficiary list, because it shows the nick name of the receiver not the sender's name. Thank you.",POSITIVE,0.9201,Transaction Performance
1255,The new one is better to use easly and so simple to asses ur account,5,2020-11-20,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,The new one is better to use easly and so simple to asses ur account,POSITIVE,0.4404,User Interface & Experience
1256,We can not send transaction more than 5 times per week. It is restricted.,4,2021-05-24,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,We can not send transaction more than 5 times per week. It is restricted.,NEGATIVE,-0.3818,General Feedback
1257,"Best and easy app for use than any other local bank's mobile banking system. But the system doesn't show recent transaction some times, though the transaction has done. Better to do on this and other upgrading facilities.",5,2022-09-08,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,"Best and easy app for use than any other local bank's mobile banking system. But the system doesn't show recent transaction some times, though the transaction has done. Better to do on this and other upgrading facilities.",POSITIVE,0.8126,General Feedback
1258,It's easy to use and accessable,5,2022-02-03,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,It's easy to use and accessable,POSITIVE,0.4404,User Interface & Experience
1259,I really appreciate your M B perfectly on top of the century,5,2024-03-02,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,I really appreciate your M B perfectly on top of the century,POSITIVE,0.8503,General Feedback
1260,Thank you,5,2022-12-05,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Thank you,POSITIVE,0.3612,Feature Requests & General
1261,The interface of the app is great but it's very difficult to see balance and other functions. It's seems no more functional...,1,2020-09-10,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,The interface of the app is great but it's very difficult to see balance and other functions. It's seems no more functional...,NEGATIVE,-0.6046,General Feedback
1262,best and secured application,5,2025-08-23,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,best and secured application,POSITIVE,0.7845,General Feedback
1263,It nice but some connection limitation,3,2025-01-08,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,It nice but some connection limitation,NEGATIVE,-0.2263,General Feedback
1264,Very very bad app so embarrassing,1,2022-06-05,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Very very bad app so embarrassing,NEGATIVE,-0.7884,General Feedback
1265,Add financial news and correct the speed of your network,3,2017-12-07,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Add financial news and correct the speed of your network,NEUTRAL,0.0,Transaction Performance
1266,Perfect,5,2022-07-05,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Perfect,POSITIVE,0.5719,General Feedback
1267,Amazing applicatiom sometimes doesnt work!,5,2025-05-18,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Amazing applicatiom sometimes doesnt work!,POSITIVE,0.6239,General Feedback
1268,Best Banking app of the time!,5,2023-11-12,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Best Banking app of the time!,POSITIVE,0.6696,General Feedback
1269,Good app,5,2024-02-09,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Good app,POSITIVE,0.4404,General Feedback
1270,Good app,5,2022-02-12,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Good app,POSITIVE,0.4404,General Feedback
1271,"It is good and easy to use. But as you changed your phone it needs activation code from bank. So this needs improvement. Always as you changed your phone, you should go to bank branch to get activation",1,2020-09-29,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,"It is good and easy to use. But as you changed your phone it needs activation code from bank. So this needs improvement. Always as you changed your phone, you should go to bank branch to get activation",POSITIVE,0.8072,User Interface & Experience
1272,የሲስተም ችግር በብዛት ይታያል። Its becoming unreliable payment system,3,2023-08-12,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,የሲስተም ችግር በብዛት ይታያል። Its becoming unreliable payment system,NEUTRAL,0.0,General Feedback
1273,Good for everything,5,2023-11-14,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Good for everything,POSITIVE,0.4404,General Feedback
1274,"Best app to transfer money ,, Very fast & update itself immediately",5,2022-08-03,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,"Best app to transfer money ,, Very fast & update itself immediately",POSITIVE,0.6369,Transaction Performance
1275,Please Add the fingerprint Biometric System.,5,2023-03-25,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Please Add the fingerprint Biometric System.,POSITIVE,0.3182,Account Access Issues
1276,"The new update is user-friendly, interactive and packed with new features. 5 stars!",5,2020-08-06,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,"The new update is user-friendly, interactive and packed with new features. 5 stars!",NEUTRAL,0.0,User Interface & Experience
1277,Your app is so amazing,5,2024-10-05,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Your app is so amazing,POSITIVE,0.7065,General Feedback
1278,Useless up for payment purpose,1,2022-03-18,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Useless up for payment purpose,NEGATIVE,-0.4215,General Feedback
1279,Nice to me and,5,2022-10-11,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Nice to me and,POSITIVE,0.4215,General Feedback
1280,The app didn't function,1,2024-01-02,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,The app didn't function,NEUTRAL,0.0,General Feedback
1281,"This app is not reliable for transferring money to other banks or money transfer apps. It will take your money but not deliver it, and for confirmation, it takes three days to refund.",2,2025-07-02,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,"This app is not reliable for transferring money to other banks or money transfer apps. It will take your money but not deliver it, and for confirmation, it takes three days to refund.",NEUTRAL,0.0,General Feedback
1282,Nice to see more transactions BUT if u have lots of transaction it lags and becomes slow. May be an option to limit the transaction history to a reasonable amount or by date so it doesnt load all data.,5,2021-12-29,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Nice to see more transactions BUT if u have lots of transaction it lags and becomes slow. May be an option to limit the transaction history to a reasonable amount or by date so it doesnt load all data.,NEGATIVE,-0.3291,Transaction Performance
1283,"As CBE is the main commercial bank in the country, we expect more on the development of the app regarding login security . Finger print login option should include on the next update release. Because most people have smart phones on this day.",3,2023-09-05,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,"As CBE is the main commercial bank in the country, we expect more on the development of the app regarding login security . Finger print login option should include on the next update release. Because most people have smart phones on this day.",POSITIVE,0.6557,Feature Requests & General
1284,"hello,all ethiopian to east africa and all over the world.i am from ethiopia.i wos have disegned new digital transaction system in ethiopia.this our money transaction to be active when we need all our transaction to any where.this is also exellent way to connect by digital transaction with global country.......like china...us...italy....phli....etc through the world...we have been lucky by making a great digital connection system to develop our CBE birr with global transaction...in ethiopia...",5,2024-11-10,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,"hello,all ethiopian to east africa and all over the world.i am from ethiopia.i wos have disegned new digital transaction system in ethiopia.this our money transaction to be active when we need all our transaction to any where.this is also exellent way to connect by digital transaction with global country.......like china...us...italy....phli....etc through the world...we have been lucky by making a great digital connection system to develop our CBE birr with global transaction...in ethiopia...",POSITIVE,0.8625,General Feedback
1285,"it,s good app and time manager 👍",5,2025-05-30,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,"it,s good app and time manager  thumbs_up ",POSITIVE,0.4404,General Feedback
1286,I am using CBE app very fantastic.,5,2025-09-24,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,I am using CBE app very fantastic.,POSITIVE,0.5984,General Feedback
1287,"Terrible application. every time when I have transactions, say an error while the transaction is already done, doesn't show the recent updates balances and transaction.",1,2024-04-30,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,"Terrible application. every time when I have transactions, say an error while the transaction is already done, doesn't show the recent updates balances and transaction.",NEGATIVE,-0.7003,General Feedback
1288,Why it stucks?i cant see my balance and accunt nuber site,5,2022-07-22,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Why it stucks?i cant see my balance and accunt nuber site,NEUTRAL,0.0,General Feedback
1289,"The good thing is its simplicity to undertake the basic functions. Updates with improvements and fixes should have been released by now. Please fix. 5 years after last review… Issues with beneficiary are fixed. However, still unable to track transactions much less to download in appropriate formats. This feature got diminished in the latest update. Please improve and fix.",3,2023-03-15,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,"The good thing is its simplicity to undertake the basic functions. Updates with improvements and fixes should have been released by now. Please fix. 5 years after last review… Issues with beneficiary are fixed. However, still unable to track transactions much less to download in appropriate formats. This feature got diminished in the latest update. Please improve and fix.",POSITIVE,0.93,Customer Support
1290,good app,1,2025-01-28,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,good app,POSITIVE,0.4404,General Feedback
1291,When ever I wanted to transfer an amount or use some other service it keeps saying non available I tried to update it still the same,1,2023-07-01,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,When ever I wanted to transfer an amount or use some other service it keeps saying non available I tried to update it still the same,NEUTRAL,0.0,Feature Requests & General
1292,Fast and reliable,5,2023-01-13,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Fast and reliable,NEUTRAL,0.0,Transaction Performance
1293,I used morethan one year,4,2025-11-20,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,I used morethan one year,NEUTRAL,0.0,General Feedback
1294,They are giving good services❤,5,2023-11-06,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,They are giving good services red_heart ,POSITIVE,0.6486,General Feedback
1295,Woow its good app for All banking service,5,2024-06-27,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Woow its good app for All banking service,POSITIVE,0.4404,General Feedback
1296,It used to be the best bank app in Ethiopia. But now using it is a terrible experience. For every transaction it shows an error message. Making a simple payment requires 5 to 6 trials to complete.,1,2025-01-31,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,It used to be the best bank app in Ethiopia. But now using it is a terrible experience. For every transaction it shows an error message. Making a simple payment requires 5 to 6 trials to complete.,NEGATIVE,-0.7269,User Interface & Experience
1297,To Day not working why,2,2024-08-12,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,To Day not working why,NEUTRAL,0.0,General Feedback
1298,"The recent update automatically turns the developers option on, and when one starts the app, a message pops up saying the app does not work with the developers option on. So, one has to go to the settings and manually turn the developers option off. Otherwise the app doesn't work.",3,2025-01-01,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,"The recent update automatically turns the developers option on, and when one starts the app, a message pops up saying the app does not work with the developers option on. So, one has to go to the settings and manually turn the developers option off. Otherwise the app doesn't work.",NEUTRAL,0.0,Feature Requests & General
1299,Good app,5,2024-12-10,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Good app,POSITIVE,0.4404,General Feedback
1300,"Great app and you should add a way to transfer from beneficiaries, to prevent manual typing.",4,2023-10-14,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,"Great app and you should add a way to transfer from beneficiaries, to prevent manual typing.",POSITIVE,0.7906,Feature Requests & General
1301,It is nice app & simple to use it,4,2024-05-03,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,It is nice app & simple to use it,POSITIVE,0.4215,User Interface & Experience
1302,Actually I do not used it yet.,5,2024-03-14,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Actually I do not used it yet.,NEUTRAL,0.0,General Feedback
1303,"The application get stacked the whole day ( March 9, 2024); it is a big head ache on daily work",1,2024-03-09,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,"The application get stacked the whole day ( March 9, 2024); it is a big head ache on daily work",NEGATIVE,-0.3818,General Feedback
1304,super fast and I can do everything in one place,5,2020-08-11,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,super fast and I can do everything in one place,POSITIVE,0.5994,Transaction Performance
1305,By my self it is very nice i hope you will add another options!!,4,2022-02-13,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,By my self it is very nice i hope you will add another options!!,POSITIVE,0.7818,Feature Requests & General
1306,the best app of all,5,2025-09-25,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,the best app of all,POSITIVE,0.6369,General Feedback
1307,It asks authorization key I'm cofused with it which is the authorization key,2,2020-09-04,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,It asks authorization key I'm cofused with it which is the authorization key,NEUTRAL,0.0,General Feedback
1308,this application helps us in the fastest way and we can save our time and it is very good because it gives us complete quick response.,5,2023-12-20,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,this application helps us in the fastest way and we can save our time and it is very good because it gives us complete quick response.,POSITIVE,0.8399,Customer Support
1309,The updated app is attractive and is working very well. Forced to revise my previous rating of 2 star to 4 star. Hope it will keep on working! Rated it excellent for the past years. Revised my review after it keeps on crashing in 2019 and installing it for a second time in less than 3 months. Please work on the problems.,4,2020-07-25,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,The updated app is attractive and is working very well. Forced to revise my previous rating of 2 star to 4 star. Hope it will keep on working! Rated it excellent for the past years. Revised my review after it keeps on crashing in 2019 and installing it for a second time in less than 3 months. Please work on the problems.,POSITIVE,0.8043,User Interface & Experience
1310,Really Simple and Secured,5,2022-04-25,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Really Simple and Secured,POSITIVE,0.4522,User Interface & Experience
1311,It is a good app. It only requires the account holder to use it regularly. It will be better if you make it available every time the user needs it whether he uses it regularly or not. Why is it closed?,5,2024-05-18,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,It is a good app. It only requires the account holder to use it regularly. It will be better if you make it available every time the user needs it whether he uses it regularly or not. Why is it closed?,POSITIVE,0.7003,General Feedback
1312,"Very nice app, it makes my financial work so easy but i have one problem, that is the app RELAUNCHES itself after I closed it. if you guys could get rid of this it would be a lot better. Thanks!",4,2021-11-05,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,"Very nice app, it makes my financial work so easy but i have one problem, that is the app RELAUNCHES itself after I closed it. if you guys could get rid of this it would be a lot better. Thanks!",POSITIVE,0.8342,General Feedback
1313,It's golden,5,2024-05-07,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,It's golden,NEUTRAL,0.0,General Feedback
1314,Include Fayda National ID payment,5,2024-04-04,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Include Fayda National ID payment,NEUTRAL,0.0,General Feedback
1315,This app is very useful,3,2022-02-13,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,This app is very useful,POSITIVE,0.4927,General Feedback
1316,In the next update if it is possible if there is a confirmation requested to confirm the payment again the pin requested before transferring(like telbirr),4,2023-03-09,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,In the next update if it is possible if there is a confirmation requested to confirm the payment again the pin requested before transferring(like telbirr),NEUTRAL,0.0,Account Access Issues
1317,"This ought to be a major update in a while. The graphical user interface has been well improved. However, a very important feature that used to exist in the old versions, which used to allow the user to transfer money within his own accounts in the CBE at ease has to be reinstated back.",3,2020-06-29,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,"This ought to be a major update in a while. The graphical user interface has been well improved. However, a very important feature that used to exist in the old versions, which used to allow the user to transfer money within his own accounts in the CBE at ease has to be reinstated back.",POSITIVE,0.8655,User Interface & Experience
1318,This app makes it easy to make transaction,4,2022-04-12,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,This app makes it easy to make transaction,POSITIVE,0.4404,General Feedback
1319,Sometimes it's too annoying 🙄.,4,2022-02-05,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking,Sometimes it's too annoying  face_with_rolling_eyes .,NEGATIVE,-0.4019,General Feedback
